"","Codes","Description","unit","Periodicity","start","last value","source"
"4455","7174"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Interna - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4456","7175"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4457","7176"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4458","7177"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4459","7178"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Interna - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4460","7179"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Interna - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4461","7180"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4462","7181"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4463","7182"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4464","7183"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4465","7184"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4466","7185"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4467","7186"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4468","7187"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4469","7188"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4470","7189"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4471","7190"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses - Juros reais - Externa - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4472","7191"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4473","7192"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4474","7193"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4475","7194"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4476","7195"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4477","7196"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4478","7197"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4479","7198"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4480","7199"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4481","7200"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4482","7201"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Total - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4483","7202"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4484","7203"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4485","7204"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4486","7205"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4487","7206"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4488","7207"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4489","7208"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4490","7209"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4491","7210"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4492","7211"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4493","7212"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Interna - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4494","7213"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4495","7214"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4496","7215"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4497","7216"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4498","7217"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4499","7218"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4500","7219"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4501","7220"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4502","7221"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4503","7222"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4504","7223"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado nominal - Externa - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4505","7224"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4506","7225"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4507","7226"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4508","7227"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4509","7228"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4510","7229"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4511","7230"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4512","7231"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4513","7232"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4514","7233"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4515","7234"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Total - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4516","7235"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4517","7236"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4518","7237"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4519","7238"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4520","7239"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4521","7240"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4522","7241"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4523","7242"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4524","7243"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4525","7244"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4526","7245"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Interna - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4527","7246"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4528","7247"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4529","7248"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4530","7249"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4531","7250"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4532","7251"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4533","7252"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4534","7253"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4535","7254"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4536","7255"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4537","7256"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Juros nominais - Externa - Setor p?blico consolidado"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4538","7257"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Governo Federal e Banco Central"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4539","7258"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Governo Federal"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4540","7259"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Banco Central"," %"," M"," 31/12/1999"," dez/2009"," BCB-Depec"
"4541","7260"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Governos estaduais e municipais"," %"," M"," 31/12/1991"," dez/2009"," BCB-Depec"
"4542","7261"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Governos estaduais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4543","7262"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Governos municipais"," %"," M"," 31/12/1998"," dez/2009"," BCB-Depec"
"4544","7263"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Empresas estatais"," %"," M"," 01/12/1991"," dez/2009"," BCB-Depec"
"4545","7264"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Empresas estatais federais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4546","7265"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Empresas estatais estaduais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
"4547","7266"," NFSP com desvaloriza??o cambial (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado operacional - Total - Empresas estatais municipais"," %"," M"," 01/12/1996"," dez/2009"," BCB-Depec"
