"","Codes","Description","unit","Periodicity","start","last value","source"
"11164","23324"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado dom?stico - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11165","23325"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11166","23326"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11167","23327"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11168","23328"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - curto prazo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11169","23329"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - curto prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11170","23330"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - curto prazo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11171","23331"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11172","23332"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11173","23333"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11174","23334"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - Banco Central - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11175","23335"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - Banco Central - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11176","23336"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - Banco Central - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11177","23337"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - governo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11178","23338"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - governo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11179","23339"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - governo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11180","23340"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - bancos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11181","23341"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - bancos - trimestral - ingressos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11182","23342"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - bancos - trimestral - sa?das"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11183","23343"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - demais setores - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11184","23344"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - demais setores - trimestral - ingressos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11185","23345"," Investimentos em carteira - T?tulos de renda fixa - passivos - negociados no mercado externo - longo prazo - demais setores - trimestral - sa?das"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11186","23346"," Derivativos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11187","23347"," Derivativos - trimestral - ativos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11188","23348"," Derivativos - trimestral - passivos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11189","23349"," Outros investimentos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11190","23350"," Outros investimentos - trimestral - ativos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11191","23351"," Outros investimentos - trimestral - passivos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11192","23352"," Outros investimentos - Outras participa??es em capital - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11193","23353"," Outros investimentos - Outras participa??es em capital - ativos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11194","23354"," Outros investimentos - Outras participa??es em capital - ativos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11195","23355"," Outros investimentos - Outras participa??es em capital - ativos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11196","23356"," Outros investimentos - Outras participa??es em capital - passivos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11197","23357"," Outros investimentos - Outras participa??es em capital - passivos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11198","23358"," Outros investimentos - Outras participa??es em capital - passivos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11199","23359"," Outros investimentos - Moeda e dep?sitos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11200","23360"," Outros investimentos - Moeda e dep?sitos - ativos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11201","23361"," Outros investimentos - Moeda e dep?sitos - ativos - Banco Central - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11202","23362"," Outros investimentos - Moeda e dep?sitos - ativos - Bancos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11203","23363"," Outros investimentos - Moeda e dep?sitos - ativos - Governo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11204","23364"," Outros investimentos - Moeda e dep?sitos - ativos - Demais setores - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11205","23365"," Outros investimentos - Moeda e dep?sitos - passivos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11206","23366"," Outros investimentos - Moeda e dep?sitos - passivos - Banco Central - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11207","23367"," Outros investimentos - Moeda e dep?sitos - passivos - Bancos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11208","23368"," Outros investimentos - Moeda e dep?sitos - passivos - Governo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11209","23369"," Outros investimentos - Moeda e dep?sitos - passivos - Demais setores - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11210","23370"," Outros investimentos - Empr?stimos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11211","23371"," Outros investimentos - Empr?stimos - ativos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11212","23372"," Outros investimentos - Empr?stimos - ativos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11213","23373"," Outros investimentos - Empr?stimos - ativos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11214","23374"," Outros investimentos - Empr?stimos - passivos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11215","23375"," Outros investimentos - Empr?stimos - passivos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11216","23376"," Outros investimentos - Empr?stimos - passivos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11217","23377"," Outros investimentos - Empr?stimos - passivos - curto prazo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11218","23378"," Outros investimentos - Empr?stimos - passivos - longo prazo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11219","23379"," Outros investimentos - Empr?stimos - passivos - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11220","23380"," Outros investimentos - Empr?stimos - passivos - longo prazo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11221","23381"," Outros investimentos - Empr?stimos - passivos - Banco Central - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11222","23382"," Outros investimentos - Empr?stimos - passivos - Banco Central - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11223","23383"," Outros investimentos - Empr?stimos - passivos - Banco Central - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11224","23384"," Outros investimentos - Empr?stimos - passivos - Bancos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11225","23385"," Outros investimentos - Empr?stimos - passivos - Bancos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11226","23386"," Outros investimentos - Empr?stimos - passivos - Bancos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11227","23387"," Outros investimentos - Empr?stimos - passivos - Governo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11228","23388"," Outros investimentos - Empr?stimos - passivos - Governo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11229","23389"," Outros investimentos - Empr?stimos - passivos - Governo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11230","23390"," Outros investimentos - Empr?stimos - passivos - Demais setores - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11231","23391"," Outros investimentos - Empr?stimos - passivos - Demais setores - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11232","23392"," Outros investimentos - Empr?stimos - passivos - Demais setores - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11233","23393"," Outros investimentos - Empr?stimos - Organismos - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11234","23394"," Outros investimentos - Empr?stimos - Organismos - longo prazo - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11235","23395"," Outros investimentos - Empr?stimos - Ag?ncias - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11236","23396"," Outros investimentos - Empr?stimos - Ag?ncias - longo prazo - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11237","23397"," Outros investimentos - Empr?stimos - Compradores - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11238","23398"," Outros investimentos - Empr?stimos - Compradores - longo prazo - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11239","23399"," Outros investimentos - Empr?stimos - Outros investimentos - Empr?stimos diretos - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11240","23400"," Outros investimentos - Empr?stimos - Outros investimentos - Empr?stimos diretos - longo prazo - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11241","23401"," Outros investimentos - Seguros"," esquemas de pens?o e de fundos de garantia - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11242"," N","","","","","",""
"11243","23402"," Outros investimentos - Seguros"," esquemas de pens?o e de fundos de garantia - trimestral - ativos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11244"," N","","","","","",""
"11245","23403"," Outros investimentos - Seguros"," esquemas de pens?o e de fundos de garantia - trimestral - passivos"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11246"," N","","","","","",""
"11247","23404"," Outros investimentos - Cr?ditos comerciais e adiantamentos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11248","23405"," Outros investimentos - Cr?ditos comerciais e adiantamentos - ativos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11249","23406"," Outros investimentos - Cr?ditos comerciais e adiantamentos - passivos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11250","23409"," Outros investimentos - Cr?ditos comerciais e adiantamentos - passivos - curto prazo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11251","23412"," Outros investimentos - Cr?ditos comerciais e adiantamentos - passivos - longo prazo - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11252","23413"," Outros investimentos - Cr?ditos comerciais e adiantamentos - passivos - longo prazo - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11253","23414"," Outros investimentos - Cr?ditos comerciais e adiantamentos - passivos - longo prazo - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11254","23415"," Outros investimentos - Outras contas a pagar/receber - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11255","23416"," Outros investimentos - Outras contas a pagar/receber - ativos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11256","23417"," Outros investimentos - Outras contas a pagar/receber - ativos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11257","23418"," Outros investimentos - Outras contas a pagar/receber - ativos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11258","23419"," Outros investimentos - Outras contas a pagar/receber - passivos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11259","23420"," Outros investimentos - Outras contas a pagar/receber - passivos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/2010"," 1&ordm; Trim. 2016"," BCB-Depec"
"11260","23421"," Outros investimentos - Outras contas a pagar/receber - passivos - trimestral - sa?da"," US$ (milh?es)"," T"," 01/01/2010"," 1&ordm; Trim. 2016"," BCB-Depec"
"11261","23422"," Outros investimentos - Direitos Especiais de Saque - Incid?ncia l?quida de passivos - trimestral - l?quido"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11262","23423"," Ativos de reserva - trimestral"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11263","23424"," Ouro monet?rio - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11264","23425"," Ouro em barras - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11265","23426"," Contas em ouro n?o alocado - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11266","23427"," Direitos Especiais de Saque - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11267","23428"," Posi??o de reserva no FMI - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11268","23429"," Outros ativos de reserva - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11269","23430"," Outros ativos de reserva - moeda e dep?sito - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11270","23431"," Outros ativos de reserva - Moeda e dep?sito - direitos sobre autoridades monet?rias - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11271","23432"," Outros ativos de reserva - Moeda e dep?sito - direitos sobre outras institui??es - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11272","23433"," Outros ativos de reserva - t?tulos - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11273","23434"," Outros ativos de reserva - t?tulos de renda fixa - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11274","23435"," Outros ativos de reserva - t?tulos de renda fixa - curto prazo - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11275","23436"," Outros ativos de reserva - t?tulos de renda fixa - longo prazo - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11276","23437"," Outros ativos de reserva - investimentos em a??es - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11277","23438"," Outros ativos de reserva - instrumentos derivativos - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11278","23439"," Outros ativos de reserva - Demais ativos - trimestral"," US$ (milh?es)"," T"," 01/01/1998"," 1&ordm; Trim. 2016"," BCB-Depec"
"11279","23440"," Erros e omiss?es - BP - trimestral"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11280","23441"," Taxa de rolagem - Total - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11281","23442"," Taxa de rolagem - T?tulos de longo prazo"," exceto t?tulos soberanos - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11282"," N","","","","","",""
"11283","23443"," Taxa de rolagem - Empr?stimos diretos - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11284","23444"," Taxa de rolagem - Total - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11285","23445"," Taxa de rolagem - T?tulos de longo prazo"," exceto t?tulos soberanos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11286"," N","","","","","",""
"11287","23446"," Taxa de rolagem - Empr?stimos diretos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11288","23447"," Taxa de rolagem - Total - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11289","23448"," Taxa de rolagem - T?tulos de longo prazo"," exceto t?tulos soberanos - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11290"," N","","","","","",""
"11291","23449"," Taxa de rolagem - Empr?stimos diretos - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11292","23450"," Taxa de rolagem - acumulada em 12 meses - Total - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11293","23451"," Taxa de rolagem - acumulada em 12 meses - T?tulos de longo prazo"," exceto t?tulos soberanos - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11294"," N","","","","","",""
"11295","23452"," Taxa de rolagem - acumulada em 12 meses - Empr?stimos diretos - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11296","23453"," Taxa de rolagem - acumulada em 12 meses - Total - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11297","23454"," Taxa de rolagem - acumulada em 12 meses - T?tulos de longo prazo"," exceto t?tulos soberanos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11298"," N","","","","","",""
"11299","23455"," Taxa de rolagem - acumulada em 12 meses - Empr?stimos diretos - trimestral - ingresso"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11300","23456"," Taxa de rolagem - acumulada em 12 meses - Total - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11301","23457"," Taxa de rolagem - acumulada em 12 meses - T?tulos de longo prazo"," exceto t?tulos soberanos - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"
"11302"," N","","","","","",""
"11303","23458"," Taxa de rolagem - acumulada em 12 meses - Empr?stimos diretos - trimestral - amortiza??o"," US$ (milh?es)"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11304","23459"," Transa??es Correntes acumulado em 12 meses em rela??o ao PIB - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11305","23460"," Investimento Direto no Pa?s acumulado em 12 meses em rela??o ao PIB - trimestral"," %"," T"," 01/01/1995"," 1&ordm; Trim. 2016"," BCB-Depec"
"11306","23461"," Transa??es correntes - anual - saldo"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11307","23462"," Transa??es correntes - anual - receita"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11308","23463"," Transa??es correntes - anual - despesa"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11309","23464"," Balan?a comercial e Servi?os - anual - saldo"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11310","23465"," Balan?a comercial e Servi?os - anual - receita"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11311","23466"," Balan?a comercial e Servi?os - anual - despesa"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11312","23467"," Balan?a comercial - Balan?o de Pagamentos - anual - saldo"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11313","23468"," Exporta??o de bens - Balan?o de Pagamentos - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11314","23469"," Importa??o de bens - Balan?o de Pagamentos - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11315","23470"," Balan?a comercial - mercadorias em geral - Balan?o de Pagamentos - anual - saldo"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11316","23471"," Exporta??es de bens - mercadorias em geral - Balan?o de Pagamentos - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11317","23472"," Importa??es de bens - mercadorias em geral - Balan?o de Pagamentos - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11318","23473"," Balan?a comercial - exporta??es sob merchanting - anual - saldo"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11319","23474"," Bens exportados sob merchanting - exporta??es positivas - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11320","23475"," Bens importados sob merchanting - exporta??es negativas - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11321","23476"," Balan?a comercial - ouro n?o monet?rio - Balan?o de Pagamentos - anual - saldo"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11322","23477"," Exporta??es de bens - ouro n?o monet?rio - Balan?o de Pagamentos - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11323","23478"," Importa??es de bens - ouro n?o monet?rio - Balan?o de Pagamentos - anual"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11324","23479"," Servi?os - anual - l?quido"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
"11325","23480"," Servi?os - anual - receita"," US$ (milh?es)"," A"," 01/01/1995"," 2015"," BCB-Depec"
